ID
CAT_Insurer
CAT_Canton
CAT_Region_Num
CAT_AgeCategory
CAT_InsuranceType
CAT_InsuranceTypeDetail
205d_V2_CUR
205d_V3_PRC
212d_V1_CUR
212d_V2_PRC
213d_V2_CUR
213d_V3_PRC
402d_V1_INT
402d_V2_PRC
402d_V3_INT
402d_V4_INT
402d_V5_INT
404d_V2_INT
404d_V3_PRC
406d_V2_CUR
406d_V3_CUR
406d_V4_CUR
406d_V5_CUR
407d_V1_INT
407d_V2_INT
407d_V3_INT
407d_V4_CUR
407d_V5_CUR
407d_V6_CUR
407d_V7_PRC
408d_V1_CUR
408d_V2_CUR
408d_V3_CUR
408d_V4_PRC
408d_V5_CUR
408d_V6_CUR
408d_V7_PRC
901d_V1_INT
901d_V2_INT
901d_V3_INT
901d_V4_INT
901d_V5_INT
901d_V6_INT
901d_V8_INT
501d_V1_INT
501d_V3B_CUR
501d_V5B_CUR
501d_V13B_CUR
501d_V12B_CUR
501d_V4B_CUR
501d_V6B_CUR
501d_V7_CUR
501d_V8B_CUR
501d_V9B_CUR
501d_V15_PRC
501d_V4C_PRC
501d_V6A_PRC
501d_V2_CUR
501d_V14_CUR
501d_V3A_CUR
501d_V5A_CUR
501d_V13A_CUR
501d_V12A_CUR
501d_V4A_CUR
501d_V8A_CUR
501d_V9A_CUR
501d_V11_CUR
501d_V6C_PRC
503d_V1_CUR
503d_V2_CUR
503d_V3_PRC
1007d_V1_CUR
1007d_V2_CUR
1007d_V3_CUR
1007d_V4_CUR
212d_V1B_CUR
204d_V1_CUR
205d_V1_CUR
207d_V1_CUR
210d_V1_CUR
213d_V1_CUR
406d_V1_CUR
708d_V1_INT
714d_V1_INT
Age_Reg_INT
505d_V1_INT
508d_V1_INT
509d_V1_INT
208d_V1_CUR
223d_V1_CUR
224d_V1_CUR
716d_V1_INT
506d_V1_INT
507d_V1_INT
510d_V1_PRC
203d_V1_CUR_ICEP
203d_V1_CUR_SLO
222d_V1_CUR_ICEP
222d_V1_CUR_SLO
225d_V1_CUR_ICEP
225d_V1_CUR_SLO
706d_V1_INT_ICEP
706d_V1_INT_SLO
107d_V1_CUR_ICEP
107d_V1_CUR_SLO
201d_V1_CUR_ICEP
201d_V1_CUR_SLO
202d_V1_CUR_ICEP
202d_V1_CUR_SLO
214d_V1_CUR_ICEP
214d_V1_CUR_SLO
215d_V1_CUR_ICEP
215d_V1_CUR_SLO
220d_V1_CUR_ICEP
220d_V1_CUR_SLO
221d_V1_CUR_ICEP
221d_V1_CUR_SLO
705d_V1_INT_ICEP
705d_V1_INT_SLO
707_V1_PRC_ICEP
707_V1_PRC_SLO
AD21_25_1006d_V1_CUR
AD26_30_1006d_V1_CUR
AD31_35_1006d_V1_CUR
AD36_40_1006d_V1_CUR
AD41_45_1006d_V1_CUR
AD46_50_1006d_V1_CUR
AD51_55_1006d_V1_CUR
AD56_60_1006d_V1_CUR
AD61_65_1006d_V1_CUR
AD66_70_1006d_V1_CUR
AD71_75_1006d_V1_CUR
AD76_80_1006d_V1_CUR
AD81_85_1006d_V1_CUR
AD86_90_1006d_V1_CUR
AD91_95_1006d_V1_CUR
FEM_402d_V6_INT
FEM_703d_V1_INT
FEM_1004d_V1_INT
FEM_1005d_V1_CUR
KID_703d_V1_INT
KID_709d_V2_INT
KID_1004d_V1_INT
KID_1005d_V1_CUR
MAL_402d_V6_INT
MAL_703d_V1_INT
MAL_1004d_V1_INT
MAL_1005d_V1_CUR
partJOUNG_703d_V1_INT
partMKID_1004d_V1_INT
FEM_Reg_Gen_INT
MAL_Reg_Gen_INT
TOT_Reg_Gen_INT
H1E_404d_V1_INT
H1E1K_404d_V1_INT
H1E2K_404d_V1_INT
H1E3K_404d_V1_INT
H2E_404d_V1_INT
H2E1K_404d_V1_INT
H2E2K_404d_V1_INT
H2E3K_404d_V1_INT
HNK_404d_V1_INT
KG_ABEH_229d_V1_CUR
KG_ALAB_229d_V1_CUR
KG_ARA_226d_V1_CUR
KG_ARA_227d_V1_PRC
KG_LAB_226d_V1_CUR
KG_LAB_227d_V1_PRC
KG_LAB_229d_V1_CUR
KG_MAP_226d_V1_CUR
KG_MAP_227d_V1_PRC
KG_MAP_229d_V1_CUR
KG_MAR_226d_V1_CUR
KG_MAR_227d_V1_PRC
KG_MAR_229d_V1_CUR
KG_MIG_226d_V1_CUR
KG_MIG_227d_V1_PRC
KG_MSP_226d_V1_CUR
KG_MSP_227d_V1_PRC
KG_OTH_226d_V1_CUR
KG_OTH_227d_V1_PRC
KG_OTH_229d_V1_CUR
KG_PH_226d_V1_CUR
KG_PH_227d_V1_PRC
KG_PH_229d_V1_CUR
KG_SPA_226d_V1_CUR
KG_SPA_227d_V1_PRC
KG_SPA_229d_V1_CUR
KG_SPS_226d_V1_CUR
KG_SPS_227d_V1_PRC
KG_SPS_229d_V1_CUR
KG_SX_226d_V1_CUR
KG_SX_227d_V1_PRC
KG_SX_229d_V1_CUR
KG_TOT_226d_V1_CUR
KG_TOT_227d_V1_PRC
KG_TOT_229d_V1_CUR
Premium
